UNIQUEID,QUANTITYORDERED,PRICEEACH,SALES,DEALSIZE
2639,21,$71.00 ,"$1,491.00 ",Small
2625,50,$81.86 ,"$4,093.00 ",Medium
4031,33,$51.93 ,"$1,713.69 ",Small
5359,24,$83.12 ,"$1,994.88 ",Small
3560,45,$100.00 ,"$4,576.95 ",Medium
3656,25,$69.60 ,"$1,740.00 ",Small
4498,32,$64.41 ,"$2,061.12 ",Small
5043,36,$100.00 ,"$4,099.68 ",Medium
2620,47,$100.00 ,"$6,484.59 ",Medium
3572,27,$100.00 ,"$5,438.07 ",Medium
4937,49,$100.00 ,"$6,863.92 ",Medium
5471,20,$49.06 ,$981.20 ,Small
3837,34,$100.00 ,"$3,716.88 ",Medium
1650,39,$70.08 ,"$2,733.12 ",Small
4302,38,$59.56 ,"$2,263.28 ",Small
4768,37,$98.89 ,"$3,658.93 ",Medium
2324,37,$41.03 ,"$1,518.11 ",Small
3209,26,$100.00 ,"$2,600.26 ",Small
4042,39,$78.92 ,"$3,077.88 ",Medium
5799,45,$100.00 ,"$5,392.80 ",Medium
1336,38,$57.20 ,"$2,173.60 ",Small
4665,21,$100.00 ,"$3,432.24 ",Medium
5364,45,$100.00 ,"$4,756.50 ",Medium
4634,41,$69.43 ,"$2,846.63 ",Small
3595,23,$100.00 ,"$2,675.13 ",Small
3670,41,$100.00 ,"$6,499.32 ",Medium
4030,44,$82.39 ,"$3,625.16 ",Medium
3746,24,$100.00 ,"$3,516.48 ",Medium
2276,44,$100.00 ,"$5,052.96 ",Medium
5998,36,$100.00 ,"$5,852.52 ",Medium
1534,43,$70.76 ,"$3,042.68 ",Medium
5005,40,$100.00 ,"$6,761.60 ",Medium
4444,27,$100.00 ,"$4,310.55 ",Medium
2851,34,$100.00 ,"$4,300.32 ",Medium
2761,36,$39.65 ,"$1,427.40 ",Small
3338,20,$67.97 ,"$1,359.40 ",Small
2138,36,$100.00 ,"$4,297.32 ",Medium
1420,40,$88.12 ,"$3,524.80 ",Medium
2895,20,$100.00 ,"$2,936.80 ",Small
4140,32,$100.00 ,"$5,875.20 ",Medium
5947,28,$61.75 ,"$1,729.00 ",Small
2845,31,$100.00 ,"$3,822.92 ",Medium
1161,35,$80.99 ,"$2,834.65 ",Small
4177,23,$73.41 ,"$1,688.43 ",Small
4528,36,$66.14 ,"$2,381.04 ",Small
5887,50,$52.32 ,"$2,616.00 ",Small
5969,29,$38.17 ,"$1,106.93 ",Small
4696,35,$80.87 ,"$2,830.45 ",Small
3145,48,$100.00 ,"$6,539.04 ",Medium
3275,34,$68.49 ,"$2,328.66 ",Small
1415,41,$100.00 ,"$4,873.26 ",Medium
3867,33,$40.62 ,"$1,340.46 ",Small
2685,38,$100.00 ,"$4,567.98 ",Medium
1105,24,$56.07 ,"$1,345.68 ",Small
5698,43,$100.00 ,"$8,272.34 ",Large
1396,45,$48.38 ,"$2,177.10 ",Small
3336,26,$96.23 ,"$2,501.98 ",Small
1885,45,$100.00 ,"$5,171.40 ",Medium
2168,37,$100.00 ,"$7,136.19 ",Large
1914,30,$100.00 ,"$3,855.90 ",Medium
2067,41,$100.00 ,"$6,387.80 ",Medium
3473,21,$100.00 ,"$2,214.87 ",Small
5391,41,$100.00 ,"$4,687.94 ",Medium
5949,26,$100.00 ,"$4,554.94 ",Medium
5516,41,$100.00 ,"$4,528.86 ",Medium
4766,26,$57.73 ,"$1,500.98 ",Small
1576,47,$100.00 ,"$5,713.79 ",Medium
3970,37,$50.59 ,"$1,871.83 ",Small
2316,23,$100.00 ,"$2,866.26 ",Small
5587,21,$100.00 ,"$2,844.87 ",Small
5428,44,$100.00 ,"$7,140.76 ",Large
5510,48,$100.00 ,"$5,288.64 ",Medium
1172,29,$51.82 ,"$1,502.78 ",Small
5577,40,$53.75 ,"$2,150.00 ",Small
5727,48,$100.00 ,"$5,398.08 ",Medium
5679,39,$30.06 ,"$1,172.34 ",Small
2383,27,$100.00 ,"$3,832.38 ",Medium
3959,26,$83.79 ,"$2,178.54 ",Small
2694,50,$46.53 ,"$2,326.50 ",Small
1360,31,$67.73 ,"$2,099.63 ",Small
5992,32,$71.75 ,"$2,296.00 ",Small
5888,41,$100.00 ,"$4,983.14 ",Medium
4225,35,$55.07 ,"$1,927.45 ",Small
5050,28,$100.00 ,"$3,256.96 ",Medium
5867,46,$100.00 ,"$8,411.56 ",Large
4363,24,$100.00 ,"$4,242.24 ",Medium
3915,45,$100.00 ,"$8,253.00 ",Large
3701,24,$100.00 ,"$2,819.28 ",Small
5149,22,$100.00 ,"$2,418.24 ",Small
2563,49,$100.00 ,"$4,946.06 ",Medium
4431,21,$100.00 ,"$2,941.89 ",Small
5101,29,$71.89 ,"$2,084.81 ",Small
5579,32,$60.06 ,"$1,921.92 ",Small
4472,24,$100.00 ,"$3,427.20 ",Medium
5019,46,$84.97 ,"$3,908.62 ",Medium
5593,26,$75.34 ,"$1,958.84 ",Small
4414,44,$58.55 ,"$2,576.20 ",Small
1871,34,$100.00 ,"$3,473.78 ",Medium
5004,45,$100.00 ,"$4,692.60 ",Medium
3111,36,$100.00 ,"$5,676.84 ",Medium
3566,21,$96.34 ,"$2,023.14 ",Small
5784,22,$84.70 ,"$1,863.40 ",Small
1461,21,$71.25 ,"$1,496.25 ",Small
2492,31,$53.92 ,"$1,671.52 ",Small
3872,22,$77.15 ,"$1,697.30 ",Small
4941,32,$71.65 ,"$2,292.80 ",Small
2753,26,$48.44 ,"$1,259.44 ",Small
3697,42,$100.00 ,"$4,296.60 ",Medium
4173,34,$100.00 ,"$3,477.86 ",Medium
4129,24,$100.00 ,"$2,441.04 ",Small
3730,22,$80.80 ,"$1,777.60 ",Small
4973,47,$86.62 ,"$4,071.14 ",Medium
3842,21,$45.19 ,$948.99 ,Small
1199,25,$82.79 ,"$2,069.75 ",Small
1378,32,$100.00 ,"$4,061.76 ",Medium
1697,32,$65.51 ,"$2,096.32 ",Small
4417,23,$72.45 ,"$1,666.35 ",Small
4224,26,$100.00 ,"$2,856.88 ",Small
2943,28,$79.80 ,"$2,234.40 ",Small
5036,35,$100.00 ,"$3,986.50 ",Medium
1315,39,$96.34 ,"$3,757.26 ",Medium
4360,32,$48.46 ,"$1,550.72 ",Small
3478,23,$100.00 ,"$2,597.39 ",Small
3548,29,$100.00 ,"$6,683.34 ",Medium
1005,24,$100.00 ,"$4,157.04 ",Medium
1961,39,$55.95 ,"$2,182.05 ",Small
4774,49,$100.00 ,"$7,947.31 ",Large
1428,47,$100.00 ,"$5,455.76 ",Medium
2338,33,$66.49 ,"$2,194.17 ",Small
4441,32,$80.84 ,"$2,586.88 ",Small
3772,24,$42.24 ,"$1,013.76 ",Small
3537,38,$100.00 ,"$4,382.16 ",Medium
5279,44,$80.55 ,"$3,544.20 ",Medium
2464,46,$49.04 ,"$2,255.84 ",Small
1591,24,$40.21 ,$965.04 ,Small
4370,47,$100.00 ,"$10,172.70 ",Large
2880,39,$100.00 ,"$6,396.00 ",Medium
2549,46,$98.00 ,"$4,508.00 ",Medium
2689,37,$95.55 ,"$3,535.35 ",Medium
4762,37,$48.52 ,"$1,795.24 ",Small
4171,24,$100.00 ,"$2,440.80 ",Small
1007,20,$100.00 ,"$3,577.60 ",Medium
5058,46,$100.00 ,"$4,613.80 ",Medium
4734,24,$64.96 ,"$1,559.04 ",Small
1836,26,$85.87 ,"$2,232.62 ",Small
3013,38,$100.00 ,"$3,958.46 ",Medium
4527,34,$49.30 ,"$1,676.20 ",Small
2030,23,$30.20 ,$694.60 ,Small
2531,44,$39.42 ,"$1,734.48 ",Small
4748,33,$100.00 ,"$3,342.57 ",Medium
1091,36,$73.04 ,"$2,629.44 ",Small
1535,40,$100.00 ,"$4,208.00 ",Medium
5393,38,$100.00 ,"$6,680.78 ",Medium
4521,38,$100.00 ,"$4,773.18 ",Medium
3200,27,$100.00 ,"$3,934.44 ",Medium
1453,36,$100.00 ,"$4,816.08 ",Medium
2441,41,$53.48 ,"$2,192.68 ",Small
2975,37,$100.00 ,"$7,455.87 ",Large
5620,22,$99.29 ,"$2,184.38 ",Small
1478,45,$61.85 ,"$2,783.25 ",Small
5758,24,$100.00 ,"$3,189.60 ",Medium
3631,48,$31.47 ,"$1,510.56 ",Small
4921,36,$100.00 ,"$4,641.48 ",Medium
5118,28,$100.00 ,"$3,155.04 ",Medium
4559,40,$57.90 ,"$2,316.00 ",Small
2085,42,$100.00 ,"$4,618.32 ",Medium
2340,22,$100.00 ,"$2,692.80 ",Small
5453,31,$100.00 ,"$6,570.76 ",Medium
4234,34,$100.00 ,"$4,982.70 ",Medium
3453,20,$100.00 ,"$3,633.40 ",Medium
5390,39,$100.00 ,"$7,379.97 ",Large
1767,31,$83.44 ,"$2,586.64 ",Small
3906,32,$100.00 ,"$3,759.04 ",Medium
3958,40,$91.76 ,"$3,670.40 ",Medium
1088,48,$86.81 ,"$4,166.88 ",Medium
5506,23,$100.00 ,"$3,600.65 ",Medium
1419,39,$90.40 ,"$3,525.60 ",Medium
4147,29,$100.00 ,"$3,207.40 ",Medium
4975,25,$75.36 ,"$1,884.00 ",Small
5859,31,$84.08 ,"$2,606.48 ",Small
1216,22,$71.67 ,"$1,576.74 ",Small
4202,22,$91.41 ,"$2,011.02 ",Small
2092,46,$50.33 ,"$2,315.18 ",Small
1694,34,$60.34 ,"$2,051.56 ",Small
2220,50,$54.00 ,"$2,700.00 ",Small
3812,38,$91.81 ,"$3,488.78 ",Medium
1781,34,$97.76 ,"$3,323.84 ",Medium
5299,43,$75.17 ,"$3,232.31 ",Medium
4420,32,$90.15 ,"$2,884.80 ",Small
1604,30,$100.00 ,"$3,515.70 ",Medium
2579,34,$53.63 ,"$1,823.42 ",Small
5329,35,$59.51 ,"$2,082.85 ",Small
5531,41,$100.00 ,"$4,394.38 ",Medium
3340,34,$100.00 ,"$4,043.96 ",Medium
4062,20,$100.00 ,"$4,570.40 ",Medium
1970,26,$100.00 ,"$4,660.24 ",Medium
2633,27,$82.79 ,"$2,235.33 ",Small
1661,34,$52.09 ,"$1,771.06 ",Small
5046,21,$100.00 ,"$2,650.62 ",Small
4123,31,$100.00 ,"$3,493.70 ",Medium
2812,47,$63.22 ,"$2,971.34 ",Small
5493,24,$56.10 ,"$1,346.40 ",Small
2763,43,$76.43 ,"$3,286.49 ",Medium
1171,44,$83.32 ,"$3,666.08 ",Medium
2632,24,$79.91 ,"$1,917.84 ",Small
2619,46,$66.04 ,"$3,037.84 ",Medium
5447,50,$84.70 ,"$4,235.00 ",Medium
2471,47,$43.64 ,"$2,051.08 ",Small
1375,28,$88.68 ,"$2,483.04 ",Small
4350,21,$100.00 ,"$2,224.95 ",Small
5669,35,$88.75 ,"$3,106.25 ",Medium
5860,31,$100.00 ,"$4,009.23 ",Medium
3863,21,$87.20 ,"$1,831.20 ",Small
2555,39,$68.11 ,"$2,656.29 ",Small
4876,33,$100.00 ,"$6,934.62 ",Medium
4654,24,$100.00 ,"$3,100.32 ",Medium
3966,49,$81.40 ,"$3,988.60 ",Medium
5419,25,$100.00 ,"$2,504.75 ",Small
1983,37,$100.00 ,"$6,231.91 ",Medium
2612,29,$100.00 ,"$2,923.20 ",Small
4148,20,$91.63 ,"$1,832.60 ",Small
3734,24,$100.00 ,"$3,448.08 ",Medium
1355,43,$100.00 ,"$5,278.68 ",Medium
2008,48,$100.00 ,"$8,940.96 ",Large
3954,27,$80.41 ,"$2,171.07 ",Small
3036,49,$100.00 ,"$6,266.12 ",Medium
2953,32,$100.00 ,"$3,616.64 ",Medium
3789,42,$67.14 ,"$2,819.88 ",Small
3166,41,$81.91 ,"$3,358.31 ",Medium
5216,40,$100.00 ,"$5,356.80 ",Medium
2416,25,$66.99 ,"$1,674.75 ",Small
4027,26,$87.45 ,"$2,273.70 ",Small
3636,45,$49.30 ,"$2,218.50 ",Small
5602,28,$93.60 ,"$2,620.80 ",Small
5603,43,$100.00 ,"$4,595.41 ",Medium
4009,33,$41.91 ,"$1,383.03 ",Small
2039,25,$83.04 ,"$2,076.00 ",Small
1895,38,$56.94 ,"$2,163.72 ",Small
3131,46,$92.09 ,"$4,236.14 ",Medium
3704,45,$100.00 ,"$5,497.65 ",Medium
4172,49,$97.01 ,"$4,753.49 ",Medium
4520,36,$43.05 ,"$1,549.80 ",Small
1538,48,$100.00 ,"$11,623.70 ",Large
3980,32,$100.00 ,"$4,181.44 ",Medium
5443,43,$89.38 ,"$3,843.34 ",Medium
2646,25,$44.21 ,"$1,105.25 ",Small
1849,48,$100.00 ,"$8,078.40 ",Large
2983,30,$61.15 ,"$1,834.50 ",Small
1741,31,$100.00 ,"$4,729.36 ",Medium
2840,25,$100.00 ,"$3,881.25 ",Medium
5235,37,$100.00 ,"$3,711.10 ",Medium
2766,35,$53.72 ,"$1,880.20 ",Small
4483,38,$100.00 ,"$4,457.02 ",Medium
3167,33,$100.00 ,"$3,535.95 ",Medium
3192,39,$56.85 ,"$2,217.15 ",Small
1526,39,$29.54 ,"$1,152.06 ",Small
1773,23,$37.63 ,$865.49 ,Small
1372,31,$35.29 ,"$1,093.99 ",Small
3134,44,$100.00 ,"$4,884.88 ",Medium
3056,40,$100.00 ,"$6,678.00 ",Medium
3634,38,$100.00 ,"$7,975.44 ",Large
5232,21,$100.00 ,"$2,669.10 ",Small
2488,46,$100.00 ,"$6,393.54 ",Medium
3046,36,$100.00 ,"$6,913.80 ",Medium
3640,45,$100.00 ,"$6,185.70 ",Medium
2550,42,$100.00 ,"$5,776.26 ",Medium
5358,29,$100.00 ,"$3,416.78 ",Medium
5941,34,$52.87 ,"$1,797.58 ",Small
5585,20,$100.00 ,"$2,731.80 ",Small
2786,25,$100.00 ,"$4,572.25 ",Medium
2944,23,$100.00 ,"$2,481.70 ",Small
5554,29,$100.00 ,"$4,206.74 ",Medium
5439,28,$100.00 ,"$2,881.76 ",Small
5370,44,$53.18 ,"$2,339.92 ",Small
4019,42,$100.00 ,"$5,581.80 ",Medium
2841,39,$37.13 ,"$1,448.07 ",Small
2985,38,$100.00 ,"$4,000.26 ",Medium
1226,27,$87.64 ,"$2,366.28 ",Small
3587,38,$45.45 ,"$1,727.10 ",Small
1581,35,$66.49 ,"$2,327.15 ",Small
5972,34,$56.24 ,"$1,912.16 ",Small
3172,28,$100.00 ,"$3,403.12 ",Medium
1489,38,$61.51 ,"$2,337.38 ",Small
2956,23,$76.22 ,"$1,753.06 ",Small
3934,30,$99.13 ,"$2,973.90 ",Small
2517,36,$100.00 ,"$3,602.16 ",Medium
1406,35,$100.00 ,"$4,215.05 ",Medium
3655,24,$86.74 ,"$2,081.76 ",Small
5644,41,$62.00 ,"$2,542.00 ",Small
5649,31,$86.15 ,"$2,670.65 ",Small
3968,37,$91.37 ,"$3,380.69 ",Medium
1873,40,$55.69 ,"$2,227.60 ",Small
4263,33,$100.00 ,"$4,128.96 ",Medium
1232,48,$52.36 ,"$2,513.28 ",Small
1148,47,$100.00 ,"$4,801.52 ",Medium
1618,27,$100.00 ,"$3,704.13 ",Medium
1856,21,$94.62 ,"$1,987.02 ",Small
5238,47,$86.81 ,"$4,080.07 ",Medium
4619,29,$100.00 ,"$7,110.80 ",Large
2122,25,$100.00 ,"$2,872.25 ",Small
3210,37,$100.00 ,"$5,981.42 ",Medium
5657,34,$63.71 ,"$2,166.14 ",Small
2469,47,$76.93 ,"$3,615.71 ",Medium
4405,25,$92.25 ,"$2,306.25 ",Small
5836,30,$77.79 ,"$2,333.70 ",Small
3461,39,$50.31 ,"$1,962.09 ",Small
5208,42,$100.00 ,"$6,386.94 ",Medium
1738,31,$100.00 ,"$3,139.99 ",Medium
3836,24,$59.16 ,"$1,419.84 ",Small
5138,34,$47.57 ,"$1,617.38 ",Small
4638,34,$82.21 ,"$2,795.14 ",Small
2215,45,$93.24 ,"$4,195.80 ",Medium
1737,23,$100.00 ,"$2,706.41 ",Small
1150,48,$74.45 ,"$3,573.60 ",Medium
2963,32,$82.83 ,"$2,650.56 ",Small
1835,48,$75.20 ,"$3,609.60 ",Medium
5817,44,$62.19 ,"$2,736.36 ",Small
1634,34,$43.70 ,"$1,485.80 ",Small
1523,46,$94.74 ,"$4,358.04 ",Medium
1539,45,$100.00 ,"$5,566.50 ",Medium
4684,37,$100.00 ,"$7,667.14 ",Large
1248,31,$100.00 ,"$3,116.43 ",Medium
5140,42,$52.70 ,"$2,213.40 ",Small
3889,48,$100.00 ,"$6,437.28 ",Medium
1594,26,$86.83 ,"$2,257.58 ",Small
3509,35,$83.32 ,"$2,916.20 ",Small
4093,47,$100.00 ,"$5,305.36 ",Medium
1213,50,$100.00 ,"$7,119.00 ",Large
5352,31,$100.00 ,"$6,876.11 ",Medium
4585,30,$100.00 ,"$4,111.80 ",Medium
3660,35,$100.00 ,"$4,850.30 ",Medium
2870,38,$73.42 ,"$2,789.96 ",Small
1001,46,$73.98 ,"$3,403.08 ",Medium
4586,25,$100.00 ,"$3,491.00 ",Medium
1563,44,$59.06 ,"$2,598.64 ",Small
2777,45,$100.00 ,"$7,901.10 ",Large
5222,31,$81.73 ,"$2,533.63 ",Small
2371,26,$61.23 ,"$1,591.98 ",Small
4518,43,$85.69 ,"$3,684.67 ",Medium
4381,29,$38.22 ,"$1,108.38 ",Small
3758,22,$100.00 ,"$2,626.80 ",Small
4037,45,$77.29 ,"$3,478.05 ",Medium
4733,40,$100.00 ,"$6,000.40 ",Medium
4693,46,$61.99 ,"$2,851.54 ",Small
3259,27,$100.00 ,"$4,784.13 ",Medium
2123,24,$100.00 ,"$2,984.88 ",Small
2312,22,$100.00 ,"$2,251.04 ",Small
4901,41,$100.00 ,"$5,803.14 ",Medium
1472,43,$86.30 ,"$3,710.90 ",Medium
2838,41,$57.68 ,"$2,364.88 ",Small
3148,44,$100.00 ,"$4,489.76 ",Medium
4962,37,$78.54 ,"$2,905.98 ",Small
2402,25,$100.00 ,"$3,734.00 ",Medium
3990,50,$100.00 ,"$12,536.50 ",Large
1878,35,$61.21 ,"$2,142.35 ",Small
2693,36,$100.00 ,"$5,797.44 ",Medium
5466,27,$100.00 ,"$2,851.20 ",Small
3358,33,$100.00 ,"$3,524.73 ",Medium
4507,41,$29.87 ,"$1,224.67 ",Small
2409,48,$47.04 ,"$2,257.92 ",Small
5379,33,$100.00 ,"$5,700.09 ",Medium
3420,28,$100.00 ,"$4,232.76 ",Medium
1953,30,$70.55 ,"$2,116.50 ",Small
4265,48,$42.26 ,"$2,028.48 ",Small
2691,20,$100.00 ,"$2,624.00 ",Small
1945,30,$100.00 ,"$3,500.10 ",Medium
4710,30,$72.70 ,"$2,181.00 ",Small
2744,37,$33.23 ,"$1,229.51 ",Small
5933,39,$84.75 ,"$3,305.25 ",Medium
5732,21,$89.95 ,"$1,888.95 ",Small
5120,26,$100.00 ,"$4,052.88 ",Medium
3198,47,$64.93 ,"$3,051.71 ",Medium
5672,42,$64.00 ,"$2,688.00 ",Small
2434,27,$54.33 ,"$1,466.91 ",Small
2357,24,$100.00 ,"$2,583.60 ",Small
2349,26,$58.38 ,"$1,517.88 ",Small
3138,47,$100.00 ,"$7,207.45 ",Large
1041,33,$37.48 ,"$1,236.84 ",Small
2875,24,$69.12 ,"$1,658.88 ",Small
4930,27,$100.00 ,"$3,155.49 ",Medium
4554,33,$91.27 ,"$3,011.91 ",Medium
2259,49,$100.00 ,"$5,379.71 ",Medium
5979,47,$100.00 ,"$6,203.06 ",Medium
3360,38,$100.00 ,"$6,832.02 ",Medium
3802,25,$69.16 ,"$1,729.00 ",Small
2167,31,$100.00 ,"$3,820.44 ",Medium
5975,30,$100.00 ,"$3,338.10 ",Medium
2289,44,$100.00 ,"$5,325.76 ",Medium
3932,33,$100.00 ,"$6,267.69 ",Medium
4917,20,$98.18 ,"$1,963.60 ",Small
5568,38,$100.00 ,"$8,844.12 ",Large
1774,28,$100.00 ,"$5,377.40 ",Medium
5398,48,$100.00 ,"$8,209.44 ",Large
3563,38,$100.00 ,"$5,190.42 ",Medium
1108,44,$100.00 ,"$5,932.96 ",Medium
2028,34,$100.00 ,"$4,248.30 ",Medium
4924,32,$100.00 ,"$3,807.68 ",Medium
1297,50,$86.01 ,"$4,300.50 ",Medium
5407,41,$100.00 ,"$4,333.29 ",Medium
5024,41,$85.85 ,"$3,519.85 ",Medium
2502,20,$92.25 ,"$1,845.00 ",Small
2651,39,$60.00 ,"$2,340.00 ",Small
5889,25,$100.00 ,"$2,804.75 ",Small
3725,45,$100.00 ,"$4,781.70 ",Medium
3865,25,$45.86 ,"$1,146.50 ",Small
2078,20,$100.00 ,"$3,469.20 ",Medium
4425,21,$96.31 ,"$2,022.51 ",Small
3375,43,$80.00 ,"$3,440.00 ",Medium
3706,37,$86.61 ,"$3,204.57 ",Medium
3971,37,$86.74 ,"$3,209.38 ",Medium
2741,34,$100.00 ,"$3,815.48 ",Medium
2986,47,$87.54 ,"$4,114.38 ",Medium
4277,48,$58.92 ,"$2,828.16 ",Small
1010,20,$72.98 ,"$1,459.60 ",Small
2530,35,$76.43 ,"$2,675.05 ",Small
1162,43,$60.86 ,"$2,616.98 ",Small
2198,24,$81.17 ,"$1,948.08 ",Small
1772,34,$51.93 ,"$1,765.62 ",Small
2143,27,$100.00 ,"$2,762.10 ",Small
2583,41,$100.00 ,"$4,156.58 ",Medium
4978,37,$100.00 ,"$4,021.53 ",Medium
4514,33,$100.00 ,"$4,072.20 ",Medium
5930,33,$64.00 ,"$2,112.00 ",Small
4440,39,$85.87 ,"$3,348.93 ",Medium
2074,42,$100.00 ,"$4,396.14 ",Medium
4761,20,$100.00 ,"$3,176.00 ",Medium
1647,26,$100.00 ,"$5,868.20 ",Medium
1779,41,$71.47 ,"$2,930.27 ",Small
1017,24,$100.00 ,"$3,542.64 ",Medium
1236,46,$83.63 ,"$3,846.98 ",Medium
4426,33,$100.00 ,"$3,607.56 ",Medium
5360,39,$64.74 ,"$2,524.86 ",Small
1087,29,$100.00 ,"$2,954.81 ",Small
1398,38,$100.00 ,"$5,266.04 ",Medium
1136,38,$59.10 ,"$2,245.80 ",Small
2920,30,$87.78 ,"$2,633.40 ",Small
3322,37,$94.43 ,"$3,493.91 ",Medium
1989,45,$63.91 ,"$2,875.95 ",Small
1742,44,$86.13 ,"$3,789.72 ",Medium
1596,37,$100.00 ,"$4,405.22 ",Medium
3998,29,$69.63 ,"$2,019.27 ",Small
1460,50,$100.00 ,"$6,101.00 ",Medium
5445,42,$81.03 ,"$3,403.26 ",Medium
5652,46,$100.00 ,"$6,434.02 ",Medium
1854,46,$95.13 ,"$4,375.98 ",Medium
3592,27,$89.89 ,"$2,427.03 ",Small
1801,44,$100.00 ,"$4,849.24 ",Medium
1386,44,$74.04 ,"$3,257.76 ",Medium
1008,30,$32.47 ,$974.10 ,Small
4992,38,$84.25 ,"$3,201.50 ",Medium
4332,35,$64.69 ,"$2,264.15 ",Small
1820,24,$52.67 ,"$1,264.08 ",Small
3274,26,$64.90 ,"$1,687.40 ",Small
1283,26,$100.00 ,"$2,979.08 ",Small
5006,40,$39.80 ,"$1,592.00 ",Small
5309,27,$100.00 ,"$4,170.69 ",Medium
1447,26,$67.91 ,"$1,765.66 ",Small
3373,50,$100.00 ,"$7,310.00 ",Large
2644,21,$100.00 ,"$3,472.98 ",Medium
4342,23,$56.84 ,"$1,307.32 ",Small
1622,20,$87.96 ,"$1,759.20 ",Small
5349,45,$81.91 ,"$3,685.95 ",Medium
1422,26,$85.52 ,"$2,223.52 ",Small
5433,39,$86.72 ,"$3,382.08 ",Medium
3077,44,$42.26 ,"$1,859.44 ",Small
2394,27,$42.24 ,"$1,140.48 ",Small
4622,45,$34.19 ,"$1,538.55 ",Small
5110,25,$100.00 ,"$3,078.50 ",Medium
2149,31,$37.18 ,"$1,152.58 ",Small
3185,21,$100.00 ,"$3,135.93 ",Medium
5781,41,$77.24 ,"$3,166.84 ",Medium
2652,41,$100.00 ,"$5,715.40 ",Medium
2491,28,$100.00 ,"$4,102.56 ",Medium
4006,32,$100.00 ,"$5,026.56 ",Medium
4226,20,$100.00 ,"$3,657.80 ",Medium
4600,26,$100.00 ,"$3,003.00 ",Medium
4682,33,$99.21 ,"$3,273.93 ",Medium
3609,29,$40.25 ,"$1,167.25 ",Small
3072,31,$90.17 ,"$2,795.27 ",Small
5788,46,$100.00 ,"$11,336.70 ",Large
2712,24,$79.86 ,"$1,916.64 ",Small
3828,39,$100.00 ,"$4,424.16 ",Medium
1404,33,$73.69 ,"$2,431.77 ",Small
4522,26,$100.00 ,"$3,188.12 ",Medium
4814,46,$100.00 ,"$5,814.86 ",Medium
4767,34,$61.38 ,"$2,086.92 ",Small
4547,20,$100.00 ,"$2,878.80 ",Small
5918,49,$100.00 ,"$6,763.47 ",Medium
1655,42,$100.00 ,"$5,528.04 ",Medium
2189,33,$37.13 ,"$1,225.29 ",Small
4541,44,$100.00 ,"$4,746.28 ",Medium
3951,40,$60.60 ,"$2,424.00 ",Small
5155,33,$57.22 ,"$1,888.26 ",Small
2892,33,$100.00 ,"$4,059.33 ",Medium
1979,49,$63.38 ,"$3,105.62 ",Medium
5861,38,$100.00 ,"$6,372.60 ",Medium
4959,49,$100.00 ,"$7,460.74 ",Large
2493,48,$100.00 ,"$5,778.24 ",Medium
5219,21,$100.00 ,"$2,230.41 ",Small
2022,45,$100.00 ,"$5,972.40 ",Medium
5735,31,$100.00 ,"$4,618.69 ",Medium
2017,31,$84.71 ,"$2,626.01 ",Small
4537,23,$100.00 ,"$3,141.57 ",Medium
4354,46,$100.00 ,"$9,558.80 ",Large
4871,25,$48.05 ,"$1,201.25 ",Small
4955,36,$100.00 ,"$5,679.36 ",Medium
1978,29,$100.00 ,"$4,498.19 ",Medium
6000,29,$71.97 ,"$2,087.13 ",Small
4601,21,$100.00 ,"$2,296.77 ",Small
3213,36,$70.30 ,"$2,530.80 ",Small
5650,31,$89.38 ,"$2,770.78 ",Small
2419,36,$71.89 ,"$2,588.04 ",Small
5916,42,$97.16 ,"$4,080.72 ",Medium
1606,41,$100.00 ,"$5,624.79 ",Medium
1060,28,$82.58 ,"$2,312.24 ",Small
3454,45,$100.00 ,"$5,526.45 ",Medium
1894,40,$68.92 ,"$2,756.80 ",Small
5685,39,$76.67 ,"$2,990.13 ",Small
1830,27,$100.00 ,"$2,810.70 ",Small
4790,30,$62.16 ,"$1,864.80 ",Small
5725,27,$84.39 ,"$2,278.53 ",Small
4015,21,$50.65 ,"$1,063.65 ",Small
5634,55,$100.00 ,"$6,214.45 ",Medium
4850,55,$100.00 ,"$10,758.00 ",Large
4116,29,$99.69 ,"$2,891.01 ",Small
1902,42,$59.36 ,"$2,493.12 ",Small
3270,45,$96.92 ,"$4,361.40 ",Medium
2603,22,$100.00 ,"$2,816.44 ",Small
3488,55,$71.25 ,"$3,918.75 ",Medium
3620,50,$74.35 ,"$3,717.50 ",Medium
5468,50,$57.86 ,"$2,893.00 ",Small
1208,27,$76.31 ,"$2,060.37 ",Small
1507,41,$100.00 ,"$7,737.93 ",Large
4723,45,$79.65 ,"$3,584.25 ",Medium
4291,55,$100.00 ,"$8,118.55 ",Large
1930,44,$95.93 ,"$4,220.92 ",Medium
5406,36,$93.56 ,"$3,368.16 ",Medium
1425,55,$75.20 ,"$4,136.00 ",Medium
1703,40,$100.00 ,"$6,454.40 ",Medium
4320,36,$100.00 ,"$5,848.92 ",Medium
1569,55,$65.45 ,"$3,599.75 ",Medium
1079,22,$100.00 ,"$3,160.74 ",Medium
2280,25,$52.32 ,"$1,308.00 ",Small
5227,30,$100.00 ,"$5,029.50 ",Medium
2680,25,$66.74 ,"$1,668.50 ",Small
1521,55,$100.00 ,"$6,548.30 ",Medium
2559,44,$84.88 ,"$3,734.72 ",Medium
5809,26,$55.95 ,"$1,454.70 ",Small
